"죄종별","직업별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"성풍속범죄","학생","범죄자[명]","명","2999","2293","2638","1700","1836","2064","2159","2362","2246","2894",
"성풍속범죄","주부","범죄자[명]","명","312","290","282","229","108","20","29","33","21","17",
"성풍속범죄","전경.의경","범죄자[명]","명","4","1","3","5","5","2","6","10","6","10",
"성풍속범죄","공익요원","범죄자[명]","명","71","69","79","20","31","52","38","51","30","26",
"성풍속범죄","기타","범죄자[명]","명","","1228","2413","1738","364","619","495","146","785","1395",
"성풍속범죄","무직자","범죄자[명]","명","3387","3326","3932","2833","2797","2480","2823","2974","2928","2907",
"성풍속범죄","미상","범죄자[명]","명","1707","658","1599","1144","459","566","565","839","1124","1441",
"도박범죄","계","범죄자[명]","명","46174","34584","29326","27749","29166","33942","23735","19470","21306","21125",
"도박범죄","자영자","범죄자[명]","명","13795","10378","7450","6986","8635","8422","6366","5702","5485","4857",
"도박범죄","농.임.수산업","범죄자[명]","명","2089","1751","1467","1399","1563","1183","1044","940","849","785",
"도박범죄","광업","범죄자[명]","명","4","14","","","2","5","-","2","1","5",
"도박범죄","제조업","범죄자[명]","명","260","179","86","90","130","136","98","99","96","79",
"도박범죄","건설업","범죄자[명]","명","730","515","654","598","697","652","521","521","515","489",
"도박범죄","도.소매업","범죄자[명]","명","691","477","70","37","140","107","92","108","56","22",
"도박범죄","무역업","범죄자[명]","명","80","25","33","22","57","24","23","17","16","10",
"도박범죄","요식업","범죄자[명]","명","979","750","385","355","362","367","265","239","202","175",
"도박범죄","숙박업","범죄자[명]","명","90","73","37","19","39","42","16","25","29","24",
"도박범죄","유흥업","범죄자[명]","명","480","410","164","125","233","166","130","75","83","58",
"도박범죄","금융업","범죄자[명]","명","16","7","8","4","7","11","5","10","5","7",
"도박범죄","부동산업","범죄자[명]","명","253","229","205","163","240","223","178","138","136","132",
"도박범죄","의료보건업","범죄자[명]","명","10","6","1","3","11","14","4","4","2","3",
"도박범죄","차량정비업","범죄자[명]","명","102","69","13","20","58","52","24","33","30","15",
"도박범죄","노점","범죄자[명]","명","101","90","51","37","61","38","39","27","16","7",
"도박범죄","행상","범죄자[명]","명","20","15","","1","1","1","1","1","1","6",
"도박범죄","기타사업","범죄자[명]","명","7890","5768","4276","4113","5034","5401","3926","3463","3448","3040",
"도박범죄","피고용자","범죄자[명]","명","16792","12431","8954","8413","10300","12754","8594","6771","7316","6374",
"도박범죄","교원(사립)","범죄자[명]","명","5","6","10","4","4","9","8","3","6","5",
"도박범죄","사무원","범죄자[명]","명","60","26","17","12","17","38","29","14","24","42",
"도박범죄","기술자","범죄자[명]","명","180","96","224","239","361","335","262","181","206","200",
"도박범죄","점원","범죄자[명]","명","65","46","14","6","42","45","28","11","15","13",
"도박범죄","공원","범죄자[명]","명","339","189","64","66","50","96","58","34","43","60",
"도박범죄","운전사","범죄자[명]","명","3788","3417","2308","2028","2188","1910","1687","1373","1474","1075",
"도박범죄","경비원","범죄자[명]","명","114","73","69","72","97","104","64","60","77","53",
"도박범죄","외판원","범죄자[명]","명","43","100","48","57","89","144","68","62","61","48",
"도박범죄","국공영기업체직원","범죄자[명]","명","28","4","1","","6","5","5","3","1","-",
"도박범죄","일반회사원","범죄자[명]","명","4331","2798","2900","2719","3179","5405","3139","2404","2788","2662",
"도박범죄","금융기관직원","범죄자[명]","명","23","9","1","10","13","13","7","3","4","4",
"도박범죄","유흥업종사자","범죄자[명]","명","168","145","85","28","109","86","41","33","42","21",
"도박범죄","요식업종사자","범죄자[명]","명","487","291","182","195","278","306","220","154","167","143",
"도박범죄","일용노동자","범죄자[명]","명","4022","2733","1546","1406","1675","1590","1101","973","851","731",
"도박범죄","기타피고용자","범죄자[명]","명","3139","2498","1485","1571","2192","2668","1877","1463","1557","1317",
"도박범죄","전문직","범죄자[명]","명","442","325","197","211","434","526","321","257","271","243",
"도박범죄","의사","범죄자[명]","명","19","14","13","12","8","19","16","5","12","10",
"도박범죄","변호사","범죄자[명]","명","1","","2","","","","1","1","-","-",
"도박범죄","교수","범죄자[명]","명","2","2","1","2","1","","2","-","-","-",
"도박범죄","종교가","범죄자[명]","명","28","27","22","21","36","18","26","18","14","19",
"도박범죄","언론인","범죄자[명]","명","6","6","3","9","6","7","3","2","3","3",
"도박범죄","예술인","범죄자[명]","명","31","13","13","16","17","25","10","14","13","7",
"도박범죄","기타전문직","범죄자[명]","명","355","263","143","151","366","457","263","217","229","204",
"도박범죄","공무원","범죄자[명]","명","165","114","52","62","94","113","77","53","60","64",
"도박범죄","기타","범죄자[명]","명","14980","3972","6052","5495","2759","3583","2121","1150","2201","3695",
"도박범죄","학생","범죄자[명]","명","355","242","135","216","288","740","282","166","243","350",
"도박범죄","주부","범죄자[명]","명","1936","1485","1276","1246","1502","1094","785","719","676","430",
"도박범죄","전경.의경","범죄자[명]","명","1","1","3","","1","","1","1","1","1",
"도박범죄","공익요원","범죄자[명]","명","18","7","6","7","24","43","20","10","12","12",
"도박범죄","기타","범죄자[명]","명","","2237","4632","4026","944","1706","1033","254","1269","2902",
"도박범죄","무직자","범죄자[명]","명","8605","6838","5665","5373","6547","7292","5604","4726","4885","4795",
"도박범죄","미상","범죄자[명]","명","4065","526","956","1209","397","1252","652","811","1088","1097",
"특별경제범죄","계","범죄자[명]","명","91622","93427","83308","87648","90356","77669","72452","75348","79175","67904",
"특별경제범죄","자영자","범죄자[명]","명","24483","24881","16740","16744","20897","19385","18177","19586","18605","13782",
"특별경제범죄","농.임.수산업","범죄자[명]","명","1191","1196","918","1066","1186","925","1026","1080","1018","921",
"특별경제범죄","광업","범죄자[명]","명","1","5","3","4","5","2","3","1","5","3",
"특별경제범죄","제조업","범죄자[명]","명","1084","1038","725","591","750","595","618","542","489","377",
"특별경제범죄","건설업","범죄자[명]","명","1273","1288","1187","1292","1417","1356","1335","1438","1314","1045",
"특별경제범죄","도.소매업","범죄자[명]","명","2089","1632","629","482","862","820","604","518","362","191",
"특별경제범죄","무역업","범죄자[명]","명","179","130","97","112","109","100","109","89","89","93",
"특별경제범죄","요식업","범죄자[명]","명","1029","937","574","566","615","548","555","578","522","337",
"특별경제범죄","숙박업","범죄자[명]","명","116","116","71","66","113","69","54","73","84","60",
"특별경제범죄","유흥업","범죄자[명]","명","2678","2085","1534","1071","1071","807","717","570","481","238",
"특별경제범죄","금융업","범죄자[명]","명","358","347","720","450","287","371","442","561","497","309",
"특별경제범죄","부동산업","범죄자[명]","명","299","354","273","312","406","390","372","388","379","268",
"특별경제범죄","의료보건업","범죄자[명]","명","38","31","22","16","43","39","23","47","20","8",
"특별경제범죄","차량정비업","범죄자[명]","명","118","104","50","56","95","99","62","50","51","42",
"특별경제범죄","노점","범죄자[명]","명","458","434","437","494","323","290","178","158","154","108",
"특별경제범죄","행상","범죄자[명]","명","46","36","5","11","9","7","15","6","5","1",
"특별경제범죄","기타사업","범죄자[명]","명","13526","15148","9495","10155","13606","12967","12064","13487","13135","9781",
"특별경제범죄","피고용자","범죄자[명]","명","26990","28158","20507","23217","29040","22854","22464","24074","22719","15488",
"특별경제범죄","교원(사립)","범죄자[명]","명","41","48","54","88","83","70","56","68","71","46",
"특별경제범죄","사무원","범죄자[명]","명","231","206","92","114","183","146","145","183","201","106",
"특별경제범죄","기술자","범죄자[명]","명","244","215","403","510","734","627","555","601","526","369",
"특별경제범죄","점원","범죄자[명]","명","199","233","111","124","235","163","169","141","108","47",
"특별경제범죄","공원","범죄자[명]","명","321","248","208","192","175","153","137","109","123","71",
"특별경제범죄","운전사","범죄자[명]","명","2366","2210","1713","2006","1961","1776","1453","1704","1819","1317",
"특별경제범죄","경비원","범죄자[명]","명","237","259","230","324","371","250","282","259","272","190",
"특별경제범죄","외판원","범죄자[명]","명","87","381","192","231","275","267","245","293","275","174",
"특별경제범죄","국공영기업체직원","범죄자[명]","명","43","72","27","103","33","25","39","49","24","16",
"특별경제범죄","일반회사원","범죄자[명]","명","11219","11371","9498","10700","12732","9666","9814","10768","10766","7543",
"특별경제범죄","금융기관직원","범죄자[명]","명","149","158","73","49","100","122","81","104","68","83",
"특별경제범죄","유흥업종사자","범죄자[명]","명","659","533","311","199","229","177","162","101","106","51",
"특별경제범죄","요식업종사자","범죄자[명]","명","749","642","486","593","759","591","585","624","609","342",
"특별경제범죄","일용노동자","범죄자[명]","명","4210","4821","3566","3919","4557","3758","3399","3220","2552","1826",
"특별경제범죄","기타피고용자","범죄자[명]","명","6235","6761","3543","4065","6613","5063","5342","5850","5199","3307",
"특별경제범죄","전문직","범죄자[명]","명","1954","2178","1921","2232","2923","2483","2635","3102","2952","1989",
"특별경제범죄","의사","범죄자[명]","명","129","169","191","181","156","163","144","85","115","78",
"특별경제범죄","변호사","범죄자[명]","명","17","13","12","11","18","22","23","25","18","37",
"특별경제범죄","교수","범죄자[명]","명","87","94","74","139","119","74","106","132","114","65",
"특별경제범죄","종교가","범죄자[명]","명","227","291","253","295","245","277","265","253","270","190",
"특별경제범죄","언론인","범죄자[명]","명","54","76","39","36","55","48","49","55","46","41",
"특별경제범죄","예술인","범죄자[명]","명","112","120","135","123","202","210","174","219","173","125",
"특별경제범죄","기타전문직","범죄자[명]","명","1328","1415","1217","1447","2128","1689","1874","2333","2216","1453",
"특별경제범죄","공무원","범죄자[명]","명","261","238","148","171","234","425","290","285","306","251",
"특별경제범죄","기타","범죄자[명]","명","37934","13640","17497","18100","10568","9730","7971","4381","9573","13822",
"특별경제범죄","학생","범죄자[명]","명","2882","2687","2314","2360","3750","1959","1571","1197","1355","1065",
"특별경제범죄","주부","범죄자[명]","명","2573","2737","2061","2098","2455","1672","1522","1570","1528","1156",
"특별경제범죄","전경.의경","범죄자[명]","명","7","3","4","1","","3","2","3","4","1",
"특별경제범죄","공익요원","범죄자[명]","명","117","113","85","75","103","74","76","48","33","28",
"특별경제범죄","기타","범죄자[명]","명","","8100","13033","13566","4260","6022","4800","1563","6653","11572",
"특별경제범죄","무직자","범죄자[명]","명","15766","17433","16217","17464","21975","17037","16088","16188","16059","13781",
"특별경제범죄","미상","범죄자[명]","명","16589","6899","10278","9720","4719","5755","4827","7732","8961","8791",
"마약범죄","계","범죄자[명]","명","5409","4731","5049","5264","6913","8443","8512","7677","9875","11630",
"마약범죄","자영자","범죄자[명]","명","1182","984","790","874","1434","1673","1599","1515","1552","1617",
"마약범죄","농.임.수산업","범죄자[명]","명","376","242","286","254","485","540","530","494","408","597",
"마약범죄","광업","범죄자[명]","명","1","","","","1","","-","-","-","-",
"마약범죄","제조업","범죄자[명]","명","8","11","7","9","11","15","18","10","17","11",
"마약범죄","건설업","범죄자[명]","명","61","55","53","55","93","99","120","95","125","92",
"마약범죄","도.소매업","범죄자[명]","명","59","61","14","11","30","16","31","20","16","3",
"마약범죄","무역업","범죄자[명]","명","14","10","7","10","14","13","16","1","13","5",
"마약범죄","요식업","범죄자[명]","명","63","51","37","39","48","36","52","40","56","37",
"마약범죄","숙박업","범죄자[명]","명","7","9","4","6","7","7","7","12","14","17",
"마약범죄","유흥업","범죄자[명]","명","86","57","38","30","66","62","75","53","67","28",
"마약범죄","금융업","범죄자[명]","명","2","2","3","5","7","4","6","13","6","7",
"마약범죄","부동산업","범죄자[명]","명","29","28","28","18","41","44","49","48","33","34",
"마약범죄","의료보건업","범죄자[명]","명","4","5","10","6","9","14","7","7","5","7",
"마약범죄","차량정비업","범죄자[명]","명","4","1","2","4","9","3","3","5","10","1",
"마약범죄","노점","범죄자[명]","명","24","28","17","16","22","28","24","8","8","3",
"마약범죄","행상","범죄자[명]","명","5","2","1","5","2","1","2","-","1","-",
"마약범죄","기타사업","범죄자[명]","명","439","422","283","406","589","791","659","709","773","775",
"마약범죄","피고용자","범죄자[명]","명","1046","1036","872","1114","1652","1845","1985","1698","2277","2325",
"마약범죄","교원(사립)","범죄자[명]","명","","3","","2","1","1","2","1","2","1",
"마약범죄","사무원","범죄자[명]","명","6","3","3","2","11","8","7","6","4","16",
"마약범죄","기술자","범죄자[명]","명","10","9","22","27","43","53","71","42","61","49",
"마약범죄","점원","범죄자[명]","명","3","8","2","2","6","5","9","8","13","4",
"마약범죄","공원","범죄자[명]","명","41","36","27","97","95","150","151","103","167","210",
"마약범죄","운전사","범죄자[명]","명","112","93","83","75","119","132","141","106","117","95",
"마약범죄","경비원","범죄자[명]","명","4","5","5","5","9","12","11","13","11","10",
"마약범죄","외판원","범죄자[명]","명","3","20","11","14","19","21","21","12","23","17",
"마약범죄","국공영기업체직원","범죄자[명]","명","","","","1","","","-","1","-","1",
"마약범죄","일반회사원","범죄자[명]","명","247","288","337","445","590","564","566","573","774","868",
"마약범죄","금융기관직원","범죄자[명]","명","","2","","4","4","3","1","3","3","4",
"마약범죄","유흥업종사자","범죄자[명]","명","96","69","43","38","60","73","140","96","123","92",
"마약범죄","요식업종사자","범죄자[명]","명","28","22","12","25","38","47","41","35","45","33",
"마약범죄","일용노동자","범죄자[명]","명","236","195","177","204","361","400","396","330","428","353",
"마약범죄","기타피고용자","범죄자[명]","명","260","283","150","173","296","376","428","369","506","572",
"마약범죄","전문직","범죄자[명]","명","278","210","270","208","265","418","338","436","518","568",
"마약범죄","의사","범죄자[명]","명","123","76","162","65","57","105","67","89","138","179",
"마약범죄","변호사","범죄자[명]","명","","","","","","","1","2","2","1",
"마약범죄","교수","범죄자[명]","명","","4","2","1","2","2","-","-","4","2",
"마약범죄","종교가","범죄자[명]","명","13","8","7","13","17","26","29","20","21","29",
"마약범죄","언론인","범죄자[명]","명","2","1","","1","2","1","3","5","5","1",
"마약범죄","예술인","범죄자[명]","명","22","14","16","26","22","53","61","57","87","74",
"마약범죄","기타전문직","범죄자[명]","명","118","107","83","102","165","231","177","263","261","282",
"마약범죄","공무원","범죄자[명]","명","","2","1","5","10","7","13","14","10","16",
"마약범죄","기타","범죄자[명]","명","2903","376","687","729","441","565","633","444","861","1725",
"마약범죄","학생","범죄자[명]","명","75","63","74","130","151","102","113","141","193","321",
"마약범죄","주부","범죄자[명]","명","107","88","87","81","128","143","141","150","138","200",
"마약범죄","전경.의경","범죄자[명]","명","","","","1","","","-","-","2","-",
"마약범죄","공익요원","범죄자[명]","명","7","9","4","10","14","6","4","10","10","13",
"마약범죄","기타","범죄자[명]","명","","216","522","507","148","314","375","143","518","1191",
"마약범죄","무직자","범죄자[명]","명","2039","1951","1965","1831","2862","3272","3334","3003","3814","4430",
"마약범죄","미상","범죄자[명]","명","675","172","464","503","249","663","610","567","843","949",
"보건범죄","계","범죄자[명]","명","20445","19531","23046","22085","20721","21649","19130","16965","18024","21810",
"보건범죄","자영자","범죄자[명]","명","10004","8832","7909","7439","9958","9720","8521","7986","7593","7286",
"보건범죄","농.임.수산업","범죄자[명]","명","298","246","266","255","307","426","338","258","243","180",
"보건범죄","광업","범죄자[명]","명","","","","","","","1","-","-","-",
"보건범죄","제조업","범죄자[명]","명","101","88","145","110","195","176","82","55","38","71",
"보건범죄","건설업","범죄자[명]","명","11","12","16","23","24","32","40","29","35","58",
"보건범죄","도.소매업","범죄자[명]","명","589","496","393","263","417","404","360","189","144","75",
"보건범죄","무역업","범죄자[명]","명","30","9","33","32","14","41","41","23","28","34",
"보건범죄","요식업","범죄자[명]","명","2411","1911","1351","1097","1313","1311","972","991","765","596",
"보건범죄","숙박업","범죄자[명]","명","152","132","90","81","282","262","128","209","135","171",
"보건범죄","유흥업","범죄자[명]","명","1792","1426","742","526","788","627","607","600","497","517",
"보건범죄","금융업","범죄자[명]","명","1","","3","1","3","3","1","1","1","3",
"보건범죄","부동산업","범죄자[명]","명","6","12","12","12","14","12","19","17","26","28",
"보건범죄","의료보건업","범죄자[명]","명","280","341","122","286","276","227","293","177","114","56",
"보건범죄","차량정비업","범죄자[명]","명","2","","","1","3","1","1","2","-","2",
"보건범죄","노점","범죄자[명]","명","312","281","175","215","230","263","210","231","235","138",
"보건범죄","행상","범죄자[명]","명","17","8","2","6","4","3","4","2","3","1",
"보건범죄","기타사업","범죄자[명]","명","4002","3870","4559","4531","6088","5932","5424","5202","5329","5356",
"보건범죄","피고용자","범죄자[명]","명","4036","3551","2780","2900","3539","3476","3054","2426","2463","2789",
"보건범죄","교원(사립)","범죄자[명]","명","","1","","4","3","2","4","3","1","2",
"보건범죄","사무원","범죄자[명]","명","20","23","29","23","59","63","55","36","30","22",
"보건범죄","기술자","범죄자[명]","명","6","8","27","36","40","42","60","61","78","69",
"보건범죄","점원","범죄자[명]","명","41","51","30","29","69","66","34","27","16","13",
"보건범죄","공원","범죄자[명]","명","8","2","5","5","6","2","3","2","2","8",
"보건범죄","운전사","범죄자[명]","명","25","42","78","71","67","67","50","43","64","41",
"보건범죄","경비원","범죄자[명]","명","2","2","3","6","7","8","2","10","7","10",
"보건범죄","외판원","범죄자[명]","명","11","62","76","160","131","100","117","59","31","38",
"보건범죄","국공영기업체직원","범죄자[명]","명","1","4","","","","","1","1","2","1",
"보건범죄","일반회사원","범죄자[명]","명","391","454","636","744","815","1142","794","615","636","885",
"보건범죄","금융기관직원","범죄자[명]","명","4","2","2","2","4","1","4","2","4","1",
"보건범죄","유흥업종사자","범죄자[명]","명","1093","708","380","269","369","291","337","227","246","327",
"보건범죄","요식업종사자","범죄자[명]","명","437","321","133","109","181","146","156","95","78","42",
"보건범죄","일용노동자","범죄자[명]","명","58","79","76","80","75","91","82","91","91","99",
"보건범죄","기타피고용자","범죄자[명]","명","1939","1792","1305","1362","1713","1455","1355","1154","1177","1231",
"보건범죄","전문직","범죄자[명]","명","2695","2983","2689","2738","3517","3445","3302","3353","2698","2910",
"보건범죄","의사","범죄자[명]","명","1049","1195","970","1131","1823","1701","1655","1546","1055","1018",
"보건범죄","변호사","범죄자[명]","명","","1","1","","1","3","2","1","-","10",
"보건범죄","교수","범죄자[명]","명","2","4","6","3","5","7","8","5","2","10",
"보건범죄","종교가","범죄자[명]","명","50","40","44","37","30","42","41","25","17","169",
"보건범죄","언론인","범죄자[명]","명","4","","3","1","4","1","6","-","-","4",
"보건범죄","예술인","범죄자[명]","명","9","10","21","13","16","38","24","26","37","27",
"보건범죄","기타전문직","범죄자[명]","명","1581","1733","1644","1553","1638","1653","1566","1750","1587","1672",
"보건범죄","공무원","범죄자[명]","명","11","8","3","22","14","21","27","251","22","61",
"보건범죄","기타","범죄자[명]","명","3699","2432","7828","7177","1966","2908","2162","728","2729","5462",
"보건범죄","학생","범죄자[명]","명","89","99","82","102","71","82","69","69","82","229",
"보건범죄","주부","범죄자[명]","명","268","304","247","307","282","302","348","221","238","256",
"보건범죄","전경.의경","범죄자[명]","명","","","","","","","-","-","-","1",
"보건범죄","공익요원","범죄자[명]","명","2","","4","1","3","1","4","4","1","6",
"보건범죄","기타","범죄자[명]","명","","2029","7495","6767","1610","2523","1741","434","2408","4970",
"보건범죄","무직자","범죄자[명]","명","1475","1551","1513","1509","1561","1718","1789","1635","1845","2319",
"보건범죄","미상","범죄자[명]","명","1865","174","324","300","166","361","275","586","674","983",
"환경범죄","계","범죄자[명]","명","3113","3247","3588","3136","3176","3802","4378","4066","5088","4329",
"환경범죄","자영자","범죄자[명]","명","1787","1876","1508","1320","1835","2037","2409","2510","2605","1626",
"환경범죄","농.임.수산업","범죄자[명]","명","427","401","368","284","319","252","304","349","311","229",
"환경범죄","광업","범죄자[명]","명","3","3","4","1","4","10","4","7","7","1",
"환경범죄","제조업","범죄자[명]","명","243","300","267","240","259","301","272","272","208","135",
"환경범죄","건설업","범죄자[명]","명","176","163","165","143","194","280","347","339","417","287",
"환경범죄","도.소매업","범죄자[명]","명","41","26","19","13","19","30","20","47","20","5",
"환경범죄","무역업","범죄자[명]","명","2","4","7","2","1","4","2","4","4","2",
"환경범죄","요식업","범죄자[명]","명","32","16","12","5","10","6","6","6","6","3",
"환경범죄","숙박업","범죄자[명]","명","2","6","4","1","29","10","-","2","1","1",
"환경범죄","유흥업","범죄자[명]","명","47","51","25","22","45","39","36","47","88","-",
"환경범죄","금융업","범죄자[명]","명","1","2","","","","1","-","2","-","-",
"환경범죄","부동산업","범죄자[명]","명","14","7","5","3","8","4","16","12","16","5",
"환경범죄","의료보건업","범죄자[명]","명","","1","","7","5","1","2","6","5","-",
"환경범죄","차량정비업","범죄자[명]","명","12","8","2","15","20","18","20","20","27","12",
"환경범죄","노점","범죄자[명]","명","1","3","","1","1","3","3","1","2","-",
"환경범죄","행상","범죄자[명]","명","","","","","","","-","-","1","-",
"환경범죄","기타사업","범죄자[명]","명","786","885","630","583","921","1078","1377","1396","1492","946",
"환경범죄","피고용자","범죄자[명]","명","950","953","944","674","860","1115","1128","1063","1221","858",
"환경범죄","교원(사립)","범죄자[명]","명","","","","","4","1","1","3","-","-",
"환경범죄","사무원","범죄자[명]","명","3","2","2","1","2","","4","2","4","2",
"환경범죄","기술자","범죄자[명]","명","13","11","14","5","13","16","14","10","12","3",
"환경범죄","점원","범죄자[명]","명","","","","","8","","1","-","-","-",
"환경범죄","공원","범죄자[명]","명","3","","","2","7","","2","2","-","1",
"환경범죄","운전사","범죄자[명]","명","59","63","48","34","40","44","109","44","116","147",
"환경범죄","경비원","범죄자[명]","명","4","","6","1","1","3","4","2","3","3",
"환경범죄","외판원","범죄자[명]","명","","2","1","","2","","1","1","3","3",
"환경범죄","국공영기업체직원","범죄자[명]","명","1","2","2","","1","1","-","-","-","-",
"환경범죄","일반회사원","범죄자[명]","명","444","441","485","336","390","630","554","510","508","403",
"환경범죄","금융기관직원","범죄자[명]","명","2","1","1","","1","1","2","1","-","-",
"환경범죄","유흥업종사자","범죄자[명]","명","22","33","22","18","25","44","34","60","109","-",
"환경범죄","요식업종사자","범죄자[명]","명","8","2","","","3","5","3","-","3","1",
"환경범죄","일용노동자","범죄자[명]","명","97","70","58","35","56","42","31","39","44","41",
"환경범죄","기타피고용자","범죄자[명]","명","294","326","305","242","307","328","368","389","419","254",
"환경범죄","전문직","범죄자[명]","명","22","36","28","74","82","44","56","31","45","17",
"환경범죄","의사","범죄자[명]","명","1","3","11","62","56","12","12","8","19","6",
"환경범죄","변호사","범죄자[명]","명","1","","","","","","-","-","-","-",
"환경범죄","교수","범죄자[명]","명","1","","","2","","","3","-","-","-",
"환경범죄","종교가","범죄자[명]","명","3","5","3","3","5","4","4","3","12","3",
"환경범죄","언론인","범죄자[명]","명","","","1","1","1","4","-","1","2","3",
"환경범죄","예술인","범죄자[명]","명","3","1","2","","3","2","3","3","1","-",
"환경범죄","기타전문직","범죄자[명]","명","13","27","11","6","17","22","34","16","11","5",
"환경범죄","공무원","범죄자[명]","명","8","22","16","14","10","12","26","13","13","12",
"환경범죄","기타","범죄자[명]","명","346","178","907","879","213","356","483","105","726","1328",
"환경범죄","학생","범죄자[명]","명","8","","3","8","5","12","5","7","10","2",
"환경범죄","주부","범죄자[명]","명","8","27","17","14","15","17","21","15","12","15",
"환경범죄","전경.의경","범죄자[명]","명","","","","","","","-","-","-","-",
"환경범죄","공익요원","범죄자[명]","명","1","","","","","1","-","-","-","1",
"환경범죄","기타","범죄자[명]","명","","151","887","857","193","326","457","83","704","1310",
"환경범죄","무직자","범죄자[명]","명","165","157","137","127","160","208","219","209","313","294",
"환경범죄","미상","범죄자[명]","명","164","25","48","48","16","30","57","135","165","194",
"교통범죄","계","범죄자[명]","명","524350","512076","536756","533126","549374","555352","484552","413147","383717","356446",
"교통범죄","자영자","범죄자[명]","명","98239","89464","88973","90238","103658","103663","90569","76292","67406","59406",
"교통범죄","농.임.수산업","범죄자[명]","명","20618","19311","19831","20018","20982","20865","18045","14684","13598","12017",
"교통범죄","광업","범죄자[명]","명","29","18","13","12","15","28","12","11","8","4",
"교통범죄","제조업","범죄자[명]","명","2954","1917","1558","1336","1765","1778","1498","1016","832","820",
"교통범죄","건설업","범죄자[명]","명","6125","5167","6696","6543","8060","8568","7397","5896","4782","4247",
"교통범죄","도.소매업","범죄자[명]","명","6582","4452","1613","1212","1583","1421","1287","750","589","341",
"교통범죄","무역업","범죄자[명]","명","339","254","305","268","303","285","215","149","121","129",
"교통범죄","요식업","범죄자[명]","명","5576","4494","3155","2938","3454","3308","3175","2334","2120","1797",
"교통범죄","숙박업","범죄자[명]","명","242","223","143","159","196","174","195","135","133","116",
"교통범죄","유흥업","범죄자[명]","명","982","666","389","338","382","364","304","211","170","135",
"교통범죄","금융업","범죄자[명]","명","485","463","228","244","278","284","221","197","128","78",
"교통범죄","부동산업","범죄자[명]","명","1408","1202","1369","1276","1697","1771","1610","1406","1093","956",
"교통범죄","의료보건업","범죄자[명]","명","282","232","117","80","272","168","170","156","108","43",
"교통범죄","차량정비업","범죄자[명]","명","1212","913","443","425","747","668","578","515","345","215",
"교통범죄","노점","범죄자[명]","명","1011","858","768","903","958","701","613","407","355","221",
"교통범죄","행상","범죄자[명]","명","249","159","50","55","77","48","40","25","19","6",
"교통범죄","기타사업","범죄자[명]","명","50145","49135","52295","54431","62889","63232","55209","48400","43005","38281",
"교통범죄","피고용자","범죄자[명]","명","300448","296658","283714","275192","306486","299150","265068","227791","196670","164398",
"교통범죄","교원(사립)","범죄자[명]","명","660","658","845","890","781","697","588","559","536","418",
"교통범죄","사무원","범죄자[명]","명","1199","944","928","850","894","945","959","696","603","574",
"교통범죄","기술자","범죄자[명]","명","1906","1565","3551","3466","4502","4605","3722","3274","2553","2137",
"교통범죄","점원","범죄자[명]","명","993","712","381","381","527","432","440","298","223","122",
"교통범죄","공원","범죄자[명]","명","2130","1012","830","779","877","889","619","508","462","388",
"교통범죄","운전사","범죄자[명]","명","56415","58483","51638","50766","55973","54083","49659","49650","44961","35731",
"교통범죄","경비원","범죄자[명]","명","1151","1049","1215","1230","1544","1590","1314","1226","1115","1026",
"교통범죄","외판원","범죄자[명]","명","392","1150","2130","1993","2304","2408","1987","1541","1313","1069",
"교통범죄","국공영기업체직원","범죄자[명]","명","187","178","78","63","92","103","90","84","68","52",
"교통범죄","일반회사원","범죄자[명]","명","166625","157164","161558","157301","164727","159328","136403","117791","101414","87051",
"교통범죄","금융기관직원","범죄자[명]","명","800","712","636","615","718","641","519","434","347","285",
"교통범죄","유흥업종사자","범죄자[명]","명","654","447","287","215","254","229","188","155","140","96",
"교통범죄","요식업종사자","범죄자[명]","명","3978","3217","2617","2791","3228","3389","3067","2326","2136","1653",
"교통범죄","일용노동자","범죄자[명]","명","31387","28575","24816","23342","26037","25713","21519","15390","11986","9739",
"교통범죄","기타피고용자","범죄자[명]","명","31971","40792","32204","30510","44028","44098","43994","33859","28813","24057",
"교통범죄","전문직","범죄자[명]","명","14254","15325","14088","14299","19871","19710","18425","15506","13670","10719",
"교통범죄","의사","범죄자[명]","명","1036","1075","1108","959","1084","1089","1026","863","724","626",
"교통범죄","변호사","범죄자[명]","명","69","73","68","77","87","96","81","86","100","96",
"교통범죄","교수","범죄자[명]","명","376","390","368","339","429","331","326","302","291","229",
"교통범죄","종교가","범죄자[명]","명","1267","1250","1183","1197","1327","1336","1153","1003","1042","822",
"교통범죄","언론인","범죄자[명]","명","183","154","192","184","235","222","170","145","162","120",
"교통범죄","예술인","범죄자[명]","명","752","613","763","746","1046","964","938","782","639","459",
"교통범죄","기타전문직","범죄자[명]","명","10571","11770","10406","10797","15663","15672","14731","12325","10712","8367",
"교통범죄","공무원","범죄자[명]","명","4753","4484","4145","3674","4710","5380","4781","4533","4275","3800",
"교통범죄","기타","범죄자[명]","명","106656","51706","86635","87255","50555","60076","48113","31786","44876","58493",
"교통범죄","학생","범죄자[명]","명","20091","18678","15433","15137","15865","15159","14078","11004","10406","10877",
"교통범죄","주부","범죄자[명]","명","14458","16603","16718","17960","19211","18113","15772","14188","13809","11193",
"교통범죄","전경.의경","범죄자[명]","명","26","26","26","40","27","25","19","17","25","6",
